title,Production_Budget,id,runtime,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,tagline_wordcount,synopsis_wordcount,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3,target
Love's Abiding Joy,3000000,22488,87.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,,,,1,159,10,6,Erin Cottrell,Logan Bartholomew,William Morgan Sheppard,James Tupper,Irene Bedard,,,Michael Landon Jr.,,,,,,0
Chain Letter,3000000,38033,96.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Tiger Tail Entertainment,Deon Taylor Enterprises,,7,89,10,1,Nikki Reed,Keith David,Brad Dourif,Betsy Russell,Cherilyn Wilson,Corbin Bronson,,Deon Taylor,Deon Taylor,,killing,friendship,teenager,0
Tim and Eric's Billion Dollar Movie,3000000,79940,94.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Funny or Die,2929 Productions,Gary Sanchez Productions,1,18,3,2,Eric Wareheim,Tim Heidecker,John C. Reilly,Zach Galifianakis,Will Ferrell,,,Tim Heidecker,Todd Wagner,Tim Heidecker,restaurant,wolf,shopping mall,0
Holly,3000000,43638,114.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,79,8,16,Ron Livingston,Chris Penn,Thuy Nguyen,Virginie Ledoyen,Udo Kier,,,Guy Moshe,,,independent film,,,0
The Eclipse,3000000,39563,88.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,,,,10,121,4,24,Ciarán Hinds,Aidan Quinn,Iben Hjejle,Jim Norton,Valerie Spelman,,,Conor McPherson,,,,,,0
The Grand,3000000,15378,104.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Insomnia Media Group,IMG Film 7,Eleven Eleven Films,8,51,6,7,Woody Harrelson,Werner Herzog,Dennis Farina,David Cross,Cheryl Hines,,,Zak Penn,Zak Penn,,poker,,,0
Fort McCoy,3000000,281230,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,,,,1,45,1,1,Eric Stoltz,Kate Connor,Lyndsy Fonseca,Andy Hirsch,Camryn Manheim,,,Kate Connor,,,woman director,,,0
Before We Go,3000000,283350,89.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Wonderland Sound and Vision,G4 Productions,Nutmeg Film Productions,7,41,9,11,Chris Evans,Alice Eve,Emma Fitzpatrick,Mark Kassen,Daniel Spink,,Chris Westlake,Chris Evans,McG,,wife husband relationship,adventure,romance,0
The Divide,3000000,38541,112.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,Manitoba Film and Video Production Tax Credit,Instinctive Film,Preferred Content,7,27,3,13,Lauren German,Michael Biehn,Milo Ventimiglia,Courtney B. Vance,Ashton Holmes,Lindsey Hayes Kroeger,,Xavier Gens,Darryn Welch,,basement,violence,septic tank,0
Tanner Hall,3000000,71866,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tax Credit Finance,,,5,18,9,14,Rooney Mara,Georgia King,Brie Larson,Amy Ferguson,Tom Everett Scott,,,Francesca Gregorini,Francesca Gregorini,,boarding school,woman director,,0
My Big Fat Independent Movie,3000000,27404,80.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Film Threat DVD,Aloha Pictures,,7,54,3,4,Paget Brewster,Neil Barton,Eric Hoffman,Darren Keefe,Ashley Head,,,Philip Zlotorynski,,,independent film,,,0
They Came Together,3000000,180296,83.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Lionsgate,,,5,15,6,27,Paul Rudd,Amy Poehler,Bill Hader,Ellie Kemper,Cobie Smulders,Beth Bowling,Craig Wedren,David Wain,Michael Showalter,,,,,0
Open Road,3000000,192210,85.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Marcio Garcia Produções,Society Entertainment,BB Film Productions,1,39,4,12,Camilla Belle,Andy García,Colin Egglesfield,Juliette Lewis,Christiane Torloni,,,Márcio Garcia,,Julia Camara,drug dealer,police,killer,0
Barry Munday,3000000,44594,95.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Prospect Pictures,Stick 'N' Stone Productions,Corner Store Entertainment,9,38,3,13,Patrick Wilson,Malcolm McDowell,Judy Greer,Chloë Sevigny,Missi Pyle,Mary Vernieu,,Chris D'Arienzo,Eric Kopeloff,Chris D'Arienzo,based on novel,letter,paternity,0
Chicago Overcoat,3000000,43213,95.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chicago Overcoat Productions,Beverly Ridge Pictures,,5,27,10,10,Frank Vincent,Kathrine Narducci,Mike Starr,Stacy Keach,Armand Assante,,,Brian Caunter,,John Bosher,,,,0
Never Back Down 2: The Beatdown,3000000,70006,90.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Stage 6 Films,,,1,28,9,13,Michael Jai White,Gralen Bryant Banks,Eddie Bravo,Alex Meraz,Stacey Asaro,Lindsey Hayes Kroeger,David Wittman,Michael Jai White,,,male nudity,cage,kiss,0
AWOL-72,3000000,342502,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Triumphant Entertainment,,,7,24,8,7,Luke Goss,RZA,Bokeem Woodbine,Louis Mandylor,Brooke Newton,,,Christian Sesma,,,russian,getaway,lapd,0
AWOL-72,3000000,342502,79.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Triumphant Entertainment,,,7,24,8,7,Luke Goss,RZA,Bokeem Woodbine,Louis Mandylor,Brooke Newton,,,Christian Sesma,,,russian,getaway,lapd,0
Enter the Dangerous Mind,3000000,176077,88.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Vedette Finance,Cimarron Productions,,1,32,3,11,Jake Hoffman,Nikki Reed,Thomas Dekker,Scott Bakula,Jason Priestley,,,Youssef Delara,,,composer,obsession,,0
Close Range,3000000,325173,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Entropy,Bleiberg Entertainment,Compound B,4,33,12,11,Scott Adkins,Nick Chinlund,Caitlin Keats,Jake La Botz,Tony Perez,Shannon Makhanian,,Isaac Florentine,Ehud Bleiberg,,kidnapping,rescue,drug cartel,0
Close Range,3000000,325173,80.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Entropy,Bleiberg Entertainment,Compound B,4,33,12,11,Scott Adkins,Nick Chinlund,Caitlin Keats,Jake La Botz,Tony Perez,Shannon Makhanian,,Isaac Florentine,Ehud Bleiberg,,kidnapping,rescue,drug cartel,0
Boynton Beach Club,2900000,55831,105.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,,,,1,36,8,5,Brenda Vaccaro,Dyan Cannon,Joseph Bologna,,,,,Susan Seidelman,Susan Seidelman,,independent film,,,1
Freakonomics,2900000,43942,93.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Chad Troutwine Films,Green Film Company,Human Worldwide,8,15,10,1,Zoe Sloane,Jade Viggiano,Amancaya Aguilar,Kahiry Bess,Alisha Naragsheth,,,Alex Gibney,Dan O'Meara,Peter Bull,female nudity,corruption,cheating,0
Griff the Invisible,2900000,66942,93.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Screen Australia,,,8,29,8,19,Ryan Kwanten,Maeve Dermody,Marshall Napier,Heather Mitchell,Patrick Brammall,,,Leon Ford,,,love,superhero,independent film,0
Hustle & Flow,2800000,10476,116.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MTV Films,,,14,19,7,22,Terrence Howard,Anthony Anderson,Taryn Manning,Taraji P. Henson,Elise Neal,Kim Hardin,Scott Bomar,Craig Brewer,John Singleton,Craig Brewer,rap music,hip-hop,baby,1
Diary of the Dead,2750000,13025,95.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,Artfire Films,,,8,18,9,8,Michelle Morgan,Joshua Close,Shawn Roberts,Amy Lalonde,Joe Dinicol,,Norman Orenstein,George A. Romero,Ara Katz,George A. Romero,zombie,found footage,,1
Riding Giants,2600000,291,105.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,24,7,9,Jeff Clark,Darrick Doerner,Laird Hamilton,Dave Kalama,David H. Kalama Jr.,,,Stacy Peralta,Jane Kachmer,Stacy Peralta,ocean,california,sea,1
Timber Falls,2600000,8875,97.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Ascendant Pictures,A-Mark Entertainment,Rifkin-Eberts,1,27,12,7,Josh Randall,Nick Searcy,Beth Broderick,Sascha Rosemann,T.W. Leshner,Todd Shotz,,Tony Giglio,Kia Jam,Tony Giglio,fanatic,forest,west virginia,0
"Fat, Sick & Nearly Dead",2600000,72914,97.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,18,86,4,16,Joe Cross,Phil Riverstone,Amy Badberg,Merv Cross,Virginia Cross,,,Joe Cross,,,diet,fasting,vegetable juice,0
A Haunted House,2500000,139038,86.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Open Road Films,Endgame Entertainment,Wayans Bros. Entertainment,4,12,1,11,Marlon Wayans,Essence Atkins,Nick Swardson,Cedric the Entertainer,David Koechner,Mary Vernieu,,Michael Tiddes,Rick Alvarez,,horror spoof,found footage,duringcreditsstinger,1
Kevin Hart: Let Me Explain,2500000,181330,74.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,HartBeat Productions,,,6,29,7,3,Kevin Hart,David Terrell,David Jason Perez,Justine Herron,Harry Ratchford,,,Leslie Small,Jeff Clanagan,,stand-up comedy,"manhattan, new york city",madison square garden,1
Garden State,2500000,401,102.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Fox Searchlight Pictures,Double Feature Films,Jersey Films,1,63,7,28,Zach Braff,Natalie Portman,Ian Holm,Peter Sarsgaard,Jean Smart,Avy Kaufman,Chad Fischer,Zach Braff,Gary Gilbert,Zach Braff,new jersey,paraplegic,loss of mother,1
Religulous,2500000,13007,101.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Lions Gate Films,,,3,44,10,1,Bill Maher,Jose Luis De Jesus Miranda,Andrew Newberg,Steve Burg,Tal Bachman,,,Larry Charles,,Bill Maher,muslim,museum,jew,1
The Spectacular Now,2500000,157386,95.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Global Produce,21 Laps Entertainment,Andrew Lauren Productions (ALP),1,40,8,2,Miles Teller,Shailene Woodley,Brie Larson,Dayo Okeniyi,Masam Holden,Angela Demo,Rob Simonsen,James Ponsoldt,Shawn Levy,Scott Neustadter,alcoholism,coming of age,teenager,1
Robot & Frank,2500000,84329,85.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,Park Pictures Features,TBB,Dog Run Pictures,6,105,8,16,Frank Langella,Liv Tyler,James Marsden,Susan Sarandon,Peter Sarsgaard,,Francis and the Lights,Jake Schreier,Lance Acord,Christopher D. Ford,friendship,robot,senior citizen,1
Saving Face,2500000,19316,91.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,10,20,9,12,Michelle Krusiec,Joan Chen,Lynn Chen,Ato Essandoh,Jessica Hecht,,Anton Sanko,Alice Wu,Will Smith,,lesbian relationship,lgbt,woman director,0
Brick Lane,2500000,21074,102.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Ruby Films,Film4 Productions,Ingenious Media,1,44,11,16,Tannishtha Chatterjee,Satish Kaushik,Christopher Simpson,Naeema Begum,Lana Rahman,,,Sarah Gavron,,Laura Jones,arranged marriage,independent film,bangladesh,1
The Lost Medallion: The Adventures of Billy Stone,2500000,171759,97.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Kaos Entertainment,,,6,34,3,1,William Brent,Sammi Hanratty,James Hong,Alex Kendrick,Mark Dacascos,,Marc Fantini,Bill Muir,,,,,,0
My Life Without Me,2500000,20,106.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,El Deseo,Milestone Productions,,1,36,3,7,Sarah Polley,Amanda Plummer,Scott Speedman,Leonor Watling,Debbie Harry,Heidi Levitt,Alfonso Vilallonga,Isabel Coixet,Esther García,,farewell,responsability,dying and death,1
Super,2500000,45132,96.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,This Is That Productions,Ambush Entertainment,Crimson Bolt,3,31,9,9,Rainn Wilson,Ellen Page,Liv Tyler,Kevin Bacon,Gregg Henry,,Tyler Bates,James Gunn,Ted Hope,James Gunn,bomb,gun,drug dealer,0
The Other End of the Line,2500000,17334,106.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Brass Hat Films,Hyde Park Entertainment,Adlabs Films Ltd.,1,21,10,29,Jesse Metcalfe,Shriya Saran,Austin Basis,Larry Miller,Nouva Monika Wahlgren,Emily Schweber,,James Dodson,Ashok Amritraj,,indian lead,call center,romantic comedy,0
8: The Mormon Proposition,2500000,40428,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3,65,1,1,Rocky Mayor Anderson,Matt Aune,Tyler Barrick,Bruce Barton,Melissa Bird,,,Reed Cowan,,,independent film,,,0
Sleep Dealer,2500000,20764,90.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,Likely Story,,,12,38,12,10,Leonor Varela,Jacob Vargas,Luis Fernando Peña,,,,,Alex Rivera,,Alex Rivera,virtual reality,dystopia,moral conflict,0
Eye of the Dolphin,2500000,46849,100.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Paradise Production,Quantum Entertainment,MovieBank,10,113,8,24,Carly Schroeder,Adrian Dunbar,George Harris,Katharine Ross,Christine Adams,,,Michael D. Sellers,,,dolphin,island,research,0
Christmas Mail,2500000,76706,89.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,1,25,12,4,Ashley Scott,A. J. Buckley,Rolanda Watts,Vanessa Evigan,Lochlyn Munro,,,John Murlowski,,,,,,0
Antibirth,2500000,332285,94.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Culmination Productions,Traverse Media,Hideaway Pictures,1,48,9,2,Natasha Lyonne,Chloë Sevigny,Meg Tilly,Mark Webber,Maxwell McCabe-Lokos,,,Danny Perez,Natasha Lyonne,,drug abuse,experiment,television,0
Thr3e,2400000,13569,101.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,MovieRoom Productions,,,1,34,12,1,Marc Blucas,Justine Waddell,Bill Moseley,Priscilla Barnes,Jack Ryan,,,Robby Henson,,Alan B. McElroy,,,,0
Idiocracy,2400000,7512,84.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20th Century Fox,Ternion Pictures,,6,54,9,1,Luke Wilson,Maya Rudolph,Dax Shepard,Terry Crews,Anthony 'Citric' Campos,Beth Sepko,Theodore Shapiro,Mike Judge,Mike Judge,Mike Judge,prostitute,capitalism,usa president,0
Do You Believe?,2300000,309425,115.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Toy Gun Films,Believe Entertainment,10 West Studios,1,39,3,20,Mira Sorvino,Sean Astin,Alexa PenaVega,Cybill Shepherd,Brian Bosworth,Billy DaMota,,Jon Gunn,David A.R. White,Cary Solomon,christian,,,1
Redemption Road,2300000,74457,91.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MVP Films,Heavy Duty Entertainment,Liberty Road Entertainment,1,9,8,26,Michael Clarke Duncan,Morgan Simpson,Kiele Sanchez,Taryn Manning,Luke Perry,,,Mario Van Peebles,,,,,,0
Jack Brooks: Monster Slayer,2150000,16205,85.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Sound Venture Productions,Brookstreet Pictures,,6,64,10,9,Robert Englund,Trevor Matthews,Daniel Kash,David Fox,Dean Hawes,Sara Kay,,Jon Knautz,Patrick White,Jon Knautz,camping,vomit,demon,0
Bully,2100000,9517,113.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,StudioCanal,,,10,39,6,15,Brad Renfro,Nick Stahl,Rachel Miner,Michael Pitt,Daniel Franzese,,,Larry Clark,Don Murphy,,florida,striptease,homosexuality,0
Courageous,2000000,72213,129.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Alabama Production Group,TriStar Pictures,Sherwood Pictures,4,129,9,30,Alex Kendrick,Ken Bevel,Ben Davies,Kevin Downes,Rusty Martin,,,Alex Kendrick,,,father,faith,,1
It Follows,2000000,270303,101.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,Two Flints,Northern Lights Films,Animal Kingdom,10,62,11,13,Maika Monroe,Keir Gilchrist,Daniel Zovatto,Olivia Luccardi,Lili Sepe,Mark Bennett,,David Robert Mitchell,Erik Rommesmo,David Robert Mitchell,chase,supernatural,friends,1
Silent House,2000000,92182,85.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,Elle Driver,Tazora Films,,10,57,1,21,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Julia Chan,Adam Barnett,,,Chris Kentis,Laura Lau,,supernatural,remake,suspense,1
Hardcore Henry,2000000,325348,97.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Huayi Brothers Media,Bazelevs Production,Versus Pictures,10,54,9,12,Sharlto Copley,Andrei Dementiev,Haley Bennett,Danila Kozlovsky,Tim Roth,John McAlary,Darya Charusha,Ilya Naishuller,Timur Bekmambetov,Ilya Naishuller,cyborg,murder,gore,1
Winter's Bone,2000000,39013,101.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Anonymous Content,Winter's Bone Productions,,4,69,6,11,Jennifer Lawrence,John Hawkes,Kevin Breznahan,Dale Dickey,Garret Dillahunt,Kerry Barden,Dickon Hinchliffe,Debra Granik,Anne Rosellini,Debra Granik,father,court,bail,1
American Splendor,2000000,2771,101.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,6,17,8,15,Paul Giamatti,Hope Davis,Judah Friedlander,James Urbaniak,Harvey Pekar,Ann Goulder,,Shari Springer Berman,,,biography,independent film,v.a. hospital,1
Before Sunset,2000000,80,80.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Warner Independent Pictures (WIP),Castle Rock Entertainment,Detour Film Production,13,40,2,10,Ethan Hawke,Julie Delpy,Vernon Dobtcheff,Louise Lemoine Torrès,Rodolphe Pauly,,,Richard Linklater,Richard Linklater,Richard Linklater,paris,journalist,dialogue,1
Thirteen,2000000,11023,100.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Sound for Film,Fox Searchlight Pictures,Working Title Films,4,59,8,20,Evan Rachel Wood,Nikki Reed,Vanessa Hudgens,Holly Hunter,Brady Corbet,Shani Ginsberg,Mark Mothersbaugh,Catherine Hardwicke,Michael London,Catherine Hardwicke,cheating,dysfunctional family,teen angst,1
Touching the Void,2000000,11194,106.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,UK Film Council,Darlow Smithson Productions,Film4 Productions,13,37,9,5,Brendan Mackey,Nicholas Aaron,Richard Hawking,Ollie Ryall,Joe Simpson,Susie Figgis,Alex Heffes,Kevin Macdonald,John Smithson,,wound,mountaineer,peru,1
Me and You and Everyone We Know,2000000,1382,90.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,IFC Films,,,1,67,6,17,Miranda July,John Hawkes,Brandon Ratcliff,Miles Thompson,Carlie Westerman,Meg Morman,Michael Andrews,Miranda July,Gina Kwon,Miranda July,brother brother relationship,playground,independent film,1
We Are Your Friends,2000000,301351,96.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,Working Title Films,,,4,82,8,26,Zac Efron,Emily Ratajkowski,Wes Bentley,Nick Rotteveel,Alessandro Lindblad,,,Max Joseph,Tim Bevan,Meaghan Oppenheimer,dj,,,1
Harsh Times,2000000,7873,120.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,Andrea Sperling Productions,,,6,68,9,11,Christian Bale,Freddy Rodríguez,Eva Longoria,Chaka Forman,Tammy Trull,Mary Vernieu,Graeme Revell,David Ayer,Andrea Sperling,,watching a movie,playing pool,vinegar,1
Captive,2000000,21616,115.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,8,84,3,20,Bárbara Lombardo,Susana Campos,Hugo Arana,Osvaldo Santoro,,,,Gaston Biraben,,,,,,1
Full Frontal,2000000,15186,96.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Populist Pictures,Miramax,Monophonic Inc.,4,45,8,2,David Duchovny,Nicky Katt,Catherine Keener,Mary McCormack,David Hyde Pierce,Debra Zane,,Steven Soderbergh,Scott Kramer,,independent film,,,1
Strangers with Candy,2000000,13141,97.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,28,7,28,Amy Sedaris,Stephen Colbert,Paul Dinello,Greg Hollimon,Philip Seymour Hoffman,,,Paul Dinello,Lorena David,,independent film,,,1
Shortbus,2000000,1378,101.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Fortissimo Films,Process Productions,Q Television,6,70,5,20,Sook-Yin Lee,Paul Dawson,PJ DeBoy,Jay Brannan,Lindsay Beamish,,,John Cameron Mitchell,Howard Gertler,John Cameron Mitchell,gay,new york,free love,0
"The Book of Mormon Movie, Volume 1: The Journey",2000000,48382,120.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,21,135,9,12,Kirby Heyborne,Michael Flynn,Noah Danby,Jan Broberg,,,,Gary Rogers,,,,,,0
The Diary of a Teenage Girl,2000000,250124,98.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Archer Gray,Caviar Films,Cold Iron Pictures,6,43,8,7,Bel Powley,Kristen Wiig,Alexander Skarsgård,Christopher Meloni,Austin Lyon,Nina Henninger,Nate Heller,Marielle Heller,Miranda Bailey,Marielle Heller,1970s,teenage girl,older man younger woman relationship,1
Locke,2000000,210479,85.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,IM Global,Shoebox Films,,3,50,4,10,Tom Hardy,Ruth Wilson,Andrew Scott,Olivia Colman,Tom Holland,Shaheen Baig,Dickon Hinchliffe,Steven Knight,Paul Webster,,london england,england,cheating husband,1
In the Shadow of the Moon,2000000,14284,109.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Discovery Films,Passion Pictures,Film4 Productions,1,46,1,19,Buzz Aldrin,Michael Collins,Alan Bean,Eugene Cernan,Charlie Duke,,,David Sington,Belinda Blacklock,,nasa,space mission,rocket,1
Meek's Cutoff,2000000,57120,104.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Oscilloscope,filmscience,Evenstar Films,8,42,9,5,Michelle Williams,Bruce Greenwood,Will Patton,Zoe Kazan,Paul Dano,Laura Rosenthal,,Kelly Reichardt,Neil Kopp,,gold,oregon,thirst,0
The Babadook,2000000,242224,94.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,Screen Australia,Smoking Gun Productions,Causeway Films,17,32,5,22,Essie Davis,Noah Wiseman,Hayley McElhinney,Daniel Henshall,Barbara West,Nikki Barrett,Jed Kurzel,Jennifer Kent,Kristina Ceyton,,monster,nightmare,book,1
Inside Deep Throat,2000000,12228,90.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,42,122,2,11,Dennis Hopper,Peter Bart,Warren Beatty,Carl Bernstein,Norman Mailer,,David Benjamin Steinberg,Fenton Bailey,Brian Grazer,Fenton Bailey,usa,1970s,sexual revolution,0
The Virginity Hit,2000000,42889,120.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Gary Sanchez Productions,Principato-Young Entertainment,,1,51,9,24,Matt Bennett,Zack Pearlman,Jacob Davich,Justin Kline,Krysta Rodriguez,,,Huck Botko,Will Ferrell,,loss of virginity,teenage boy,teen comedy,0
House of D,2000000,24363,97.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Tribeca Productions,Bob Yari Productions,Southpaw Entertainment,6,67,5,7,Robin Williams,David Duchovny,Anton Yelchin,Téa Leoni,Erica Tazel,Avy Kaufman,Geoff Zanelli,David Duchovny,Jane Rosenthal,,self-discovery,friendship,,0
Teeth,2000000,13121,94.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Teeth,Pierpoline Films,,5,45,1,18,Jess Weixler,John Hensley,Josh Pais,Hale Appleman,Lenny Von Dohlen,Kerry Barden,Robert Miller,Mitchell Lichtenstein,Joyce Pierpoline,,,,,1
Sherrybaby,2000000,13075,96.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Red Envelope Entertainment,,,5,49,9,8,Maggie Gyllenhaal,Michelle Hurst,Sandra Rodríguez,Anna Simpson,Giancarlo Esposito,Cindy Tolan,Jack Livesey,Laurie Collyer,Marc Turtletaub,,independent film,mother daughter relationship,woman director,0
The Last Five Years,2000000,206296,94.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Radius-TWC,Lucky Monkey Pictures,Sh-K-Boom Records,8,18,11,3,Anna Kendrick,Jeremy Jordan,Natalie Knepp,Bettina Bresnan,Marceline Hugot,,,Richard LaGravenese,Richard LaGravenese,,wife,musical,marriage,0
It's All Gone Pete Tong,2000000,12109,90.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,,1,45,9,12,Paul Kaye,Kate Magowan,Neil Maskell,Beatriz Batarda,Pete Tong,,Graham Massey,Michael Dowse,James Richardson,,disc jockey,loss of family,cocaine,1
Saint John of Las Vegas,2000000,27023,84.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,13,1,29,Steve Buscemi,Romany Malco,Sarah Silverman,Peter Dinklage,Tim Blake Nelson,Heidi Levitt,David Torn,Hue Rhodes,Mark Burton,,independent film,aftercreditsstinger,,0
Lost River,2000000,167810,95.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,Bold Films,Marc Platt Productions,Phantasma Films,6,24,4,8,Christina Hendricks,Saoirse Ronan,Eva Mendes,Matt Smith,Ben Mendelsohn,Kathy Mooney,Johnny Jewel,Ryan Gosling,Jeffrey Stott,,underworld,lost city,,1
Knock Knock,2000000,18932,92.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Ariola Productions. Inc.,,,1,65,3,14,Nicole Abisinio,Chris Bashinelli,Kat Castaneda,Suzi Lorraine,,,,Joseph Ariola,,,,,,1
