title,Production_Budget,Domestic_Gross,Worldwide_Gross,id,poster_path,release_date,runtime,tagline,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,prod_company_1,prod_company_2,prod_company_3,overview,tagline_wordcount,synopsis_wordcount,release_year,release_month,release_day,cast_1,cast_2,cast_3,cast_4,cast_5,casting,composer,director,producer,screenplay,keyword_1,keyword_2,keyword_3
Deepwater Horizon,156000000,61433527,122603824,296524,/7D6hM7IR0TbQmNvSZVtEiPM3H5h.jpg,2016-09-29,107.0,"When faced with our darkest hour, hope is not a tactic",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,TIK Film,Summit Entertainment,Participant Media,"A story set on the offshore drilling rig Deepwater Horizon, which exploded during April 2010 and created the worst oil spill in U.S. history.",11,24,2016,9,29,Mark Wahlberg,Kurt Russell,John Malkovich,Gina Rodriguez,Dylan O'Brien,Deborah Aquila,Steve Jablonsky,Peter Berg,Lorenzo Di Bonaventura,Matthew Michael Carnahan,offshore drilling rig deepwater horizon,worst oil spill,story set
Pacific Rim: Uprising,155000000,59874525,290930148,268896,/v5HlmJK9bdeHxN2QhaFP1ivjX3U.jpg,2018-03-21,111.0,Rise Up,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,Legendary Entertainment,Double Dare You Productions,UpperRoom Productions,"It has been ten years since The Battle of the Breach and the oceans are still, but restless. Vindicated by the victory at the Breach, the Jaeger program has evolved into the most powerful global defense force in human history. The PPDC now calls upon the best and brightest to rise up and become the next generation of heroes when the Kaiju threat returns.",2,64,2018,3,21,John Boyega,Scott Eastwood,Cailee Spaeny,Jing Tian,Rinko Kikuchi,Sarah Finn,Lorne Balfe,Steven S. DeKnight,Guillermo del Toro,Emily Carmichael,powerful global defense force,ten years since,kaiju threat returns
Alexander,155000000,34297191,167297191,1966,/cJrnmbsFm5cEt0pHZZ2a1ueH5aT.jpg,2004-11-21,175.0,The greatest legend of all was real.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,WR Universal Group,France 3 Cinéma,Intermedia Films,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",7,39,2004,11,21,Colin Farrell,Angelina Jolie,Val Kilmer,Jared Leto,Jonathan Rhys Meyers,Suzanne Smith,Vangelis,Oliver Stone,Iain Smith,Oliver Stone,giant persian empire,venturing farther,known world
War for the Planet of the Apes,152000000,146880162,489592267,281338,/ijQHiImv16vNSeZQsmih04kwn0C.jpg,2017-07-11,140.0,For freedom. For family. For the planet.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,TSG Entertainment,Chernin Entertainment,20th Century Fox,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",7,79,2017,7,11,Andy Serkis,Woody Harrelson,Steve Zahn,Karin Konoval,Terry Notary,Debra Zane,Michael Giacchino,Matt Reeves,Rick Jaffa,Mark Bomback,apes suffer unimaginable losses,journey finally brings,mythic quest
Pearl Harbor,151500000,198539855,449239855,676,/gzjMpcyV1RksWonaA87DZ8wQTH0.jpg,2001-05-21,183.0,It takes a moment to change history. It takes love to change lives.,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,Jerry Bruckheimer Films,Touchstone Pictures,,"The lifelong friendship between Rafe McCawley and Danny Walker is put to the ultimate test when the two ace fighter pilots become entangled in a love triangle with beautiful Naval nurse Evelyn Johnson. But the rivalry between the friends-turned-foes is immediately put on hold when they find themselves at the center of Japan's devastating attack on Pearl Harbor on Dec. 7, 1941.",13,62,2001,5,21,Ben Affleck,Josh Hartnett,Kate Beckinsale,Cuba Gooding Jr.,Jon Voight,Bonnie Timmermann,Hans Zimmer,Michael Bay,Jerry Bruckheimer,Randall Wallace,two ace fighter pilots become entangled,beautiful naval nurse evelyn johnson,ultimate test
Transformers,151000000,319246193,708272592,1858,/bgSHbGEA1OM6qDs3Qba4VlSZsNG.jpg,2007-06-27,144.0,Their war. Our world.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Hasbro Studios,Paramount,Amblin Entertainment,"Young teenager, Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.",4,42,2007,6,27,Shia LaBeouf,Josh Duhamel,Megan Fox,Rachael Taylor,Tyrese Gibson,Janet Hirshenson,,Michael Bay,Don Murphy,Alex Kurtzman,sam witwicky becomes involved,two extraterrestrial factions,transforming robots –
Wonder Woman,150000000,412563408,821133378,15359,/r0YlQIDuWBX0cgkoWIFtPHcgg66.jpg,2009-03-03,74.0,Courageous princess. Fierce warrior. Legendary superhero.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DC Comics,Warner Bros. Animation,DC Entertainment,"On the mystical island of Themyscira, a proud and fierce warrior race of Amazons have raised a daughter of untold beauty, grace and strength: Princess Diana. When an Army fighter pilot, Steve Trevor, crash-lands on the island, the rebellious and headstrong Diana defies Amazonian law by accompanying Trevor back to civilization.",6,51,2009,3,3,Keri Russell,Nathan Fillion,Alfred Molina,Rosario Dawson,Virginia Madsen,,,Lauren Montgomery,,Michael Jelenic,headstrong diana defies amazonian law,fierce warrior race,army fighter pilot
Frozen,150000000,400738009,1272469910,26041,/tAe8xF832tbrezAXtUzGhwiv6CS.jpg,2005-03-12,90.0,Sometimes finding someone is worse than losing them,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Liminal Films,Shoreline Films,Freedonia Producciones S.L.,"It's two years since the mysterious disappearance of Kath Swarbrick's older sister Annie, but Kath remains haunted by a need to know what happened. When police investigations wind down, Kath continues the search herself. She gets nowhere until she steals some CCTV footage of her sister on her final day. Visiting the spot where Annie was filmed, Kath becomes convinced she has found a portal to another reality and from this portal Kath is trying to say something.",8,78,2005,3,12,Shirley Henderson,Roshan Seth,Ger Ryan,Richard Armitage,Ralf Little,,Guy Michelmore,Juliet McKoen,,Juliet McKoen,two years since,police investigations wind,kath remains haunted
Zootopia,150000000,341268248,1036368248,269149,/sM33SANp9z6rXW8Itn7NnG1GOEs.jpg,2016-02-11,109.0,Welcome to the urban jungle.,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Walt Disney Animation Studios,Walt Disney Pictures,,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",5,38,2016,2,11,Ginnifer Goodwin,Jason Bateman,Idris Elba,Jenny Slate,Nate Torrence,Jamie Sparer Roberts,Michael Giacchino,Byron Howard,Clark Spencer,Phil Johnston,artist fox nick wilde,officer judy hopps,police force
Harry Potter and the Order of the Phoenix,150000000,292137260,943076457,675,/4YnLxYLHhT4UQ8i9jxAXWy46Xuw.jpg,2007-06-28,138.0,Evil Must Be Confronted.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Warner Bros. Pictures,Heyday Films,,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.",4,55,2007,6,28,Daniel Radcliffe,Rupert Grint,Emma Watson,Michael Gambon,Ralph Fiennes,Fiona Weir,Nicholas Hooper,David Yates,David Heyman,Michael Goldenberg,students – dubbed,harry takes matters,small group
Harry Potter and the Goblet of Fire,150000000,290201752,897099794,674,/6sASqcdrEHXxUhA3nFpjrRecPD2.jpg,2005-11-16,157.0,Dark And Difficult Times Lie Ahead.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Patalex IV Productions Limited,Warner Bros. Pictures,Heyday Films,"Harry starts his fourth year at Hogwarts, competes in the treacherous Triwizard Tournament and faces the evil Lord Voldemort. Ron and Hermione help Harry manage the pressure – but Voldemort lurks, awaiting his chance to destroy Harry and all that he stands for.",6,43,2005,11,16,Daniel Radcliffe,Rupert Grint,Emma Watson,Ralph Fiennes,Michael Gambon,Mary Selway,Patrick Doyle,Mike Newell,David Heyman,Steve Kloves,hermione help harry manage,treacherous triwizard tournament,evil lord voldemort
The Matrix Reloaded,150000000,281553689,738576929,604,/ezIurBz2fdUc68d98Fp9dRf5ihv.jpg,2003-05-15,138.0,Free your mind.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Heineken Branded Entertainment,Village Roadshow Pictures,Silver Pictures,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",3,161,2003,5,15,Keanu Reeves,Carrie-Anne Moss,Laurence Fishburne,Hugo Weaving,Helmut Bakaitis,Mali Finn,Don Davis,Lilly Wachowski,Joel Silver,Lilly Wachowski,superpowers including super speed,recurrent dreams depicting trinity,somehow escaped deletion
Hancock,150000000,227946274,624234272,8960,/dsCxSr4w3g2ylhlZg3v5CB5Pid7.jpg,2008-07-01,92.0,Bad Behavior. Bad Attitude. Real Hero.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,GH Three,Columbia Pictures,Relativity Media,"Hancock is a down-and-out superhero who's forced to employ a PR expert to help repair his image when the public grows weary of all the damage he's inflicted during his lifesaving heroics. The agent's idea of imprisoning the antihero to make the world miss him proves successful, but will Hancock stick to his new sense of purpose or slip back into old habits?",6,63,2008,7,1,Will Smith,Charlize Theron,Jason Bateman,Jae Head,Eddie Marsan,Denise Chamian,John Powell,Peter Berg,Michael Mann,Vincent Ngo,public grows weary,world miss,slip back
Charlie and the Chocolate Factory,150000000,206459076,475825484,118,/dvHl1dYvaZRhj9Gk0ITcCHr4DIJ.jpg,2005-07-13,115.0,Prepare for a taste of adventure.,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Village Roadshow Pictures,The Zanuck Company,Tim Burton Productions,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.",6,23,2005,7,13,Freddie Highmore,Johnny Depp,David Kelly,Helena Bonham Carter,Noah Taylor,Susie Figgis,Danny Elfman,Tim Burton,Richard D. Zanuck,Roald Dahl,young boy wins,unusual candy maker,magnificent chocolate factory
Ratatouille,150000000,206445654,626549695,2062,/xVxxSYHAfrEbllyWFQG5df5nwH4.jpg,2007-06-22,111.0,He's dying to become a chef.,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Pixar,Walt Disney Pictures,,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.",6,98,2007,6,22,Patton Oswalt,Ian Holm,Lou Romano,Brian Dennehy,Peter Sohn,Kevin Reher,Michael Giacchino,Brad Bird,Brad Lewis,Brad Bird,great french chef despite,rat named remy dreams,fine french restaurant
Thor: The Dark World,150000000,206362140,644602516,76338,/bnX5PqAdQZRXSw3aX3DutDcdso5.jpg,2013-10-29,112.0,Delve into the darkness,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvel Studios,,,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",4,65,2013,10,29,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Christopher Eccleston,Priscilla John,Brian Tyler,Alan Taylor,Kevin Feige,Christopher Markus,vengeful malekith returns,restore order across,personal journey yet
Batman Begins,150000000,205343774,359142722,272,/dr6x4GyyegBWtinPBzipY02J2lV.jpg,2005-06-10,140.0,Evil fears the knight.,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DC Comics,Legendary Entertainment,DC Entertainment,"Driven by tragedy, billionaire Bruce Wayne dedicates his life to uncovering and defeating the corruption that plagues his home, Gotham City.  Unable to work within the system, he instead creates a new identity, a symbol of fear for the criminal underworld - The Batman.",4,45,2005,6,10,Christian Bale,Michael Caine,Liam Neeson,Katie Holmes,Gary Oldman,Lucinda Syson,Hans Zimmer,Christopher Nolan,Larry J. Franco,Christopher Nolan,billionaire bruce wayne dedicates,work within,new identity
Thor,150000000,181030624,449326618,10195,/9zDwvsISU8bR15R2yN3kh1lfqve.jpg,2011-04-21,115.0,Two worlds. One hero.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Marvel Studios,,,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",4,64,2011,4,21,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Anthony Hopkins,Stellan Skarsgård,Sarah Finn,Patrick Doyle,Kenneth Branagh,Kevin Feige,Don Payne,live among humans,arrogant warrior god,world sends
Madagascar: Escape 2 Africa,150000000,180174880,599680774,10527,/9mohxwknsHcwFBSAAhoQXwFV5zn.jpg,2008-10-30,89.0,Still together. Still lost!,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,DreamWorks Animation,Pacific Data Images,,"Alex, Marty, and other zoo animals find a way to escape from Madagascar when the penguins reassemble a wrecked airplane. The precariously repaired craft stays airborne just long enough to make it to the African continent. There the New Yorkers encounter members of their own species for the first time. Africa proves to be a wild place, but Alex and company wonder if it is better than their Central Park home.",4,71,2008,10,30,Ben Stiller,Jada Pinkett Smith,David Schwimmer,Chris Rock,Cedric the Entertainer,Leslee Feldman,Hans Zimmer,Eric Darnell,Mireille Soria,,precariously repaired craft stays airborne,new yorkers encounter members,zoo animals find
X-Men Origins: Wolverine,150000000,179883157,374825760,2080,/kqO36IYvWbRKMPiUeiVZUFH06Rc.jpg,2009-04-28,107.0,Witness the Origin.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Marvel Entertainment,The Donners' Company,Dune Entertainment,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",3,27,2009,4,28,Hugh Jackman,Liev Schreiber,Danny Huston,Lynn Collins,Ryan Reynolds,,,Gavin Hood,Hugh Jackman,David Benioff,mutant weapon x program,normal life,logan sets
Night at the Museum: Battle of the Smithsonian,150000000,177243721,402231063,18360,/qbU6AxmO69bBwu6Tw8HtcRoltAA.jpg,2009-05-20,105.0,When the lights go off the battle is on.,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21 Laps Entertainment,1492 Pictures,Dune Entertainment,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",9,45,2009,5,20,Ben Stiller,Amy Adams,Owen Wilson,Hank Azaria,Robin Williams,,,Shawn Levy,Chris Columbus,Thomas Lennon,hapless museum night watchman larry daley must help,time include close encounters,breathing exhibit friends
